user_input,retrieved_contexts,response,reference,semantic_similarity,answer_correctness,answer_relevancy,faithfulness,question,answer,contexts,ground_truth
Apa arti Transisi Menjadi Psikotik?,[''],"Mohon maaf, saya tidak dapat menjawab pertanyaan ini karena informasi yang diberikan tidak mencukupi.",Transisi menjadi psikotik adalah proses di mana individu ultra-risk berkembang menjadi kondisi psikosis klinis.,0.751686913122816,0.1879531093899828,0.0,0.0,,,,
Bagaimana Omega 3 Fatty Acid membantu pencegahan GME?,[''],"Maaf, saat ini saya tidak memiliki informasi yang cukup untuk menjelaskan bagaimana Omega 3 Fatty Acid membantu pencegahan GME.

Sebagai chatbot kesehatan mental, fokus saya adalah pada topik terkait kesehatan jiwa. Jika Anda memiliki pertanyaan lain seputar kesehatan mental, saya akan dengan senang hati membantu.",Omega 3 dapat mendukung kesehatan otak dan membantu mengurangi risiko transisi ke gejala GME pada individu berisiko tinggi.,0.8809624845688218,0.2202380417108562,0.0,0.0,,,,
Apa yang dimaksud Intervensi Krisis?,"[""Deskripsi:\nGangguan Jiwa: Berbagai macam gangguan dengan gejala yang berbeda-beda, memiliki karakteristik kombinasi pikiran yang abnormal, emosi, persepsi, perilaku dan hubungan dengan orang lain. Kondisi kesehatan mental yang menjadi objek analisa epidemiologi. Kondisi yang berbeda dengan gangguan mental emosional, dan perlu dicegah terjadinya. Kondisi yang dapat dicegah dengan deteksi dan intervensi dini gangguan mental emosional.\nGangguan Mental Emosional: Bukan diagnosis gangguan jiwa. Dapat memengaruhi aktifitas sehari-hari yang berdampak pada menurunnya produktifitas dan kualitas hidup. Kondisi atau gangguan yang menjadi subjek utama dari 'Petunjuk Teknis Pencegahan dan Pengendalian Gangguan Mental Emosional'. Masalah kesehatan jiwa yang banyak dijumpai di Indonesia, diperkirakan diderita oleh 19 juta orang. Masalah kesehatan jiwa yang banyak terjadi di masyarakat. Suatu kondisi yang mengindikasikan seseorang mengalami perubahan psikologis yang mungkin merupakan sebuah kondisi normal, tetapi dapat juga merupakan kondisi patologis.\nIntervensi: Tindakan yang dapat dilakukan segera setelah deteksi gangguan mental emosional untuk mencegah terjadinya gangguan jiwa.\nIntervensi Berbasis Keluarga: Pendekatan intervensi dalam peningkatan dan pencegahan masalah kesehatan jiwa yang melibatkan keluarga.\nMasalah Kesehatan Jiwa: Kondisi yang dapat dicegah melalui upaya promotif dan preventif.\n\nFakta:\nIntervensi --[mencegah]--> Gangguan Jiwa <--[bukanlah diagnosis]-- Gangguan Mental Emosional --[merupakan]--> Masalah Kesehatan Jiwa <--[dapat menangani]-- Intervensi Berbasis Keluarga""]","Maaf, informasi mengenai Intervensi Krisis tidak tersedia dalam pengetahuan yang diberikan. Namun, Intervensi adalah tindakan yang dapat dilakukan segera setelah deteksi gangguan mental emosional untuk mencegah terjadinya gangguan jiwa.",Intervensi krisis adalah bantuan cepat untuk individu yang mengalami tekanan atau trauma mendadak agar gejala GME tidak memburuk.,0.9034950256085268,0.22587199295425,0.0,0.6666666666666666,,,,
Apa tujuan Terapi Kognitif Perilaku (CBT)?,"['Deskripsi:\nKemampuan Regulasi Diri Rendah: Salah satu faktor risiko GME yang termanifestasi dalam kontrol perilaku yang buruk.\nManajemen Stres: Keterampilan atau teknik untuk mengatasi dan mengelola stres. Teknik untuk mengatasi stres, membuat stres menurun, dan meningkatkan kualitas hidup.\nMasalah Kejiwaan: Kondisi kesehatan mental yang kurang parah dibandingkan gangguan kejiwaan, ditangani oleh layanan non-spesialis.\nMelatih Fleksibilitas Dalam Berpikir dan Keterampilan Pengambilan Keputusan: Cara mengatasi kemampuan regulasi diri rendah dan resiliensi diri rendah, meliputi melihat permasalahan dari berbagai sudut pandang dan mempertimbangkan manfaat/kerugian.\nMelatih Keterampilan Manajemen Konflik: Cara mengatasi kemampuan regulasi diri rendah dan resiliensi diri rendah, meliputi latihan menahan diri dan menyeleshealth_ain selisih paham dengan komunikasi asertif.\nMelatih Keterampilan Manajemen Stres: Cara mengatasi kemampuan regulasi diri rendah dan resiliensi diri rendah.\nMencari Bantuan Profesional: Cara mengatasi kemampuan regulasi diri rendah, seperti berkonsultasi dengan dokter, psikolog, atau perawat di puskesmas.\nPerawat: Profesional yang memberikan layanan non-spesialis.\nPerkembangan Kognitif: Aspek perkembangan yang meliputi kemampuan memproses informasi, penalaran, pengambilan keputusan, dan kontrol diri.\nPsikolog: Profesional yang memberikan layanan non-spesialis.\nRemaja: Kelompok usia antara anak-anak dan dewasa. Kelompok usia dengan karakteristik tugas perkembangan fisiologis, kognitif, sosial, emosi, moral, spiritual, karir, dan pekerjaan tertentu.\nResiliensi Diri Rendah: Kurangnya kemampuan untuk pulih atau beradaptasi setelah menghadapi kesulitan atau trauma. Salah satu faktor risiko GME.\nTerapi Okupasi: Layanan non-spesialis untuk mendukung kesehatan jiwa.\n\nFakta:\nTerapi Okupasi --[menangani]--> Masalah Kejiwaan <--[menangani]-- Perawat <--[dapat berupa konsultasi dengan]-- Mencari Bantuan Profesional <--[diatasi dengan]-- Kemampuan Regulasi Diri Rendah --[diatasi dengan]--> Melatih Fleksibilitas Dalam Berpikir dan Keterampilan Pengambilan Keputusan <--[diatasi dengan]-- Resiliensi Diri Rendah <--[melatih]-- Manajemen Stres --[materi promosi untuk]--> Remaja --[memiliki]--> Perkembangan Kognitif\nTerapi Okupasi --[menangani]--> Masalah Kejiwaan <--[menangani]-- Perawat <--[dapat berupa konsultasi dengan]-- Mencari Bantuan Profesional <--[diatasi dengan]-- Kemampuan Regulasi Diri Rendah --[diatasi dengan]--> Melatih Keterampilan Manajemen Stres <--[diatasi dengan]-- Resiliensi Diri Rendah <--[melatih]-- Manajemen Stres --[materi promosi untuk]--> Remaja --[memiliki]--> Perkembangan Kognitif\nTerapi Okupasi --[menangani]--> Masalah Kejiwaan <--[menangani]-- Psikolog <--[dapat berupa konsultasi dengan]-- Mencari Bantuan Profesional <--[diatasi dengan]-- Kemampuan Regulasi Diri Rendah --[diatasi dengan]--> Melatih Fleksibilitas Dalam Berpikir dan Keterampilan Pengambilan Keputusan <--[diatasi dengan]-- Resiliensi Diri Rendah <--[melatih]-- Manajemen Stres --[materi promosi untuk]--> Remaja --[memiliki]--> Perkembangan Kognitif\nTerapi Okupasi --[menangani]--> Masalah Kejiwaan <--[menangani]-- Psikolog <--[dapat berupa konsultasi dengan]-- Mencari Bantuan Profesional <--[diatasi dengan]-- Kemampuan Regulasi Diri Rendah --[diatasi dengan]--> Melatih Keterampilan Manajemen Konflik <--[diatasi dengan]-- Resiliensi Diri Rendah <--[melatih]-- Manajemen Stres --[materi promosi untuk]--> Remaja --[memiliki]--> Perkembangan Kognitif\nTerapi Okupasi --[menangani]--> Masalah Kejiwaan <--[menangani]-- Psikolog <--[dapat berupa konsultasi dengan]-- Mencari Bantuan Profesional <--[diatasi dengan]-- Kemampuan Regulasi Diri Rendah --[diatasi dengan]--> Melatih Keterampilan Manajemen Stres <--[diatasi dengan]-- Resiliensi Diri Rendah <--[melatih]-- Manajemen Stres --[materi promosi untuk]--> Remaja --[memiliki]--> Perkembangan Kognitif']","Maaf, saya tidak dapat menemukan informasi mengenai tujuan Terapi Kognitif Perilaku (CBT) dalam knowledge yang diberikan.",CBT membantu individu mengenali dan mengubah pola pikir negatif serta perilaku yang memperburuk GME.,0.8252869068475539,0.20630378430743485,0.0,0.0,,,,
Apa itu Konseling Keluarga?,[''],"Konseling keluarga, atau terapi keluarga, adalah jenis psikoterapi yang dirancang untuk membantu anggota keluarga meningkatkan komunikasi, menyeleshealth_ain konflik, dan memperkuat hubungan. Tujuannya adalah untuk mengatasi masalah-masalah spesifik yang memengaruhi kesehatan dan fungsi keluarga, seperti masalah komunikasi, konflik antarpribadi, masalah perilaku anak, transisi besar dalam hidup (misalnya perceraian, kehilangan), atau penyakit mental salah satu anggota.

Dalam sesi konseling keluarga, seorang terapis yang terlatih akan bekerja dengan seluruh anggota keluarga atau beberapa anggota yang paling relevan dengan masalah yang sedang dihadapi. Terapis membantu keluarga memahami dinamika mereka, mengidentifikasi pola-pola yang tidak sehat, dan mengembangkan cara-cara baru yang lebih konstruktif untuk berinteraksi dan memecahkan masalah. Dengan demikian, konseling keluarga bertujuan untuk menciptakan lingkungan keluarga yang lebih sehat, mendukung, dan fungsional.",Konseling keluarga melibatkan anggota keluarga dalam sesi terapi untuk meningkatkan dukungan dan pemahaman terhadap GME.,0.8852540065288534,0.2213165716066106,0.9281676493456125,1.0,,,,
Apa manfaat Fungsi Kognitif yang Baik?,"['Deskripsi:\nBerbuat Baik: Melakukan kebhealth_ain pada diri sendiri dan orang lain untuk memperoleh energi dan motivasi.\nFaktor Psikologis: Faktor yang berkontribusi terhadap terjadinya gangguan jiwa, seperti kegagalan, kekecewaan, dan trauma yang mengakibatkan stres.\nFungsi Kognitif yang Baik: Kemampuan berpikir, belajar, dan mengingat yang optimal.\nGangguan Jiwa: Berbagai macam gangguan dengan gejala yang berbeda-beda, memiliki karakteristik kombinasi pikiran yang abnormal, emosi, persepsi, perilaku dan hubungan dengan orang lain. Kondisi kesehatan mental yang menjadi objek analisa epidemiologi. Kondisi yang berbeda dengan gangguan mental emosional, dan perlu dicegah terjadinya. Kondisi yang dapat dicegah dengan deteksi dan intervensi dini gangguan mental emosional.\nManajemen Stres: Keterampilan atau teknik untuk mengatasi dan mengelola stres. Teknik untuk mengatasi stres, membuat stres menurun, dan meningkatkan kualitas hidup.\nStres: Kondisi tertekan atau terancam yang dialami seseorang. Kondisi yang diakibatkan oleh faktor psikologis seperti trauma.\n\nFakta:\nFungsi Kognitif yang Baik --[mencegah]--> Gangguan Jiwa <--[berkontribusi terhadap]-- Faktor Psikologis --[mengakibatkan]--> Stres <--[mengatasi]-- Manajemen Stres --[meliputi]--> Berbuat Baik']","Fungsi kognitif yang baik berarti memiliki kemampuan optimal dalam berpikir, belajar, dan mengingat. Manfaat utamanya adalah dapat membantu mencegah terjadinya gangguan jiwa.","Fungsi kognitif yang baik memungkinkan individu memproses informasi, mengambil keputusan, dan mengelola stres dengan efektif.",0.936906713069449,0.2342348074816662,0.9666713307658844,1.0,,,,
Apa peran Dukungan Keluarga?,"['Deskripsi:\nDukungan Keluarga: Dukungan emosional, praktis, atau finansial yang diberikan oleh anggota keluarga.\nDukungan Material Keluarga: Pemberian materi maupun barang yang dibutuhkan oleh penyintas COVID-19.\nDukungan Penghargaan Keluarga: Pujian tulus atas semangat dan pencapaian, serta dorongan dan motivasi dari keluarga untuk penyintas COVID-19.\nGangguan Jiwa: Berbagai macam gangguan dengan gejala yang berbeda-beda, memiliki karakteristik kombinasi pikiran yang abnormal, emosi, persepsi, perilaku dan hubungan dengan orang lain. Kondisi kesehatan mental yang menjadi objek analisa epidemiologi. Kondisi yang berbeda dengan gangguan mental emosional, dan perlu dicegah terjadinya. Kondisi yang dapat dicegah dengan deteksi dan intervensi dini gangguan mental emosional.\nKeluarga: Unit sosial dasar yang berperan penting sebagai pendukung utama kesehatan jiwa.\nKesehatan Jiwa: Kondisi di mana individu dapat berkembang secara fisik, mental, spiritual, dan sosial, serta berada dalam keadaan tenteram dan tenang.\n\nFakta:\nDukungan Keluarga --[mencegah]--> Gangguan Jiwa <--[merupakan masalah]-- Kesehatan Jiwa <--[mendorong menjaga]-- Keluarga --[memberikan]--> Dukungan Material Keluarga\nDukungan Keluarga --[mencegah]--> Gangguan Jiwa <--[merupakan masalah]-- Kesehatan Jiwa <--[mendorong menjaga]-- Keluarga --[memberikan]--> Dukungan Penghargaan Keluarga\nDukungan Material Keluarga <--[memberikan]-- Keluarga --[memberikan]--> Dukungan Penghargaan Keluarga']","Dukungan keluarga adalah dukungan emosional, praktis, atau finansial yang diberikan oleh anggota keluarga. Peran utamanya adalah sebagai pendukung utama kesehatan jiwa dan sangat penting dalam mencegah terjadinya gangguan jiwa. Dukungan ini mencakup pemberian materi, barang yang dibutuhkan, pujian tulus atas semangat, pencapaian, serta dorongan dan motivasi.","Dukungan keluarga memberikan keamanan emosional, motivasi, dan bantuan praktis untuk mencegah dan mengelola GME.",0.900713253404825,0.5584944489841859,0.9127488143772595,1.0,,,,
Saya ingin tahu apa itu pencatatan dan pelaporan dalam program GME?,"['Deskripsi:\nEvaluasi: Penilaian secara periodik untuk menilai kontribusi program terhadap perubahan, kebutuhan perbhealth_ain, kelanjutan atau perluasan program.\nFKTP (Fasilitas Kesehatan Tingkat Pertama): Fasilitas pelayanan kesehatan dasar. Lembaga kesehatan di mana monitoring dilakukan oleh internal dan evaluasi dilakukan secara berkala. Tingkat pelayanan kesehatan awal yang bertanggung jawab atas pencatatan dan pelaporan data GME di wilayah kerjanya.\nLayanan Penderita GME: Berbagai jenis layanan yang disediakan untuk individu yang menderita GME.\nPelaksanaan: Tahap siklus manajemen di mana kegiatan dilakukan sesuai rencana.\nPencatatan dan Pelaporan Rutin: Aktivitas rutin dalam pelaksanaan program untuk mendokumentasikan kegiatan dan hasil.\nPencatatan dan pelaporan: Bagian penting dalam pelaksanaan program kesehatan untuk pencegahan dan pengendalian GME, menghasilkan data yang dianalisis menjadi informasi untuk mengetahui capaian program. Salah satu pokok bahasan yang diliput dalam petunjuk teknis ini. Topik bahasan dalam Buku Petunjuk Teknis.\nSiklus Manajemen: Meliputi proses perencanaan, pelaksanaan, monitoring, dan evaluasi dalam tata kelola program.\npenanganan awal: Intervensi medis atau psikologis pertama yang diberikan kepada penderita GME di FKTP/Puskesmas. Salah satu bentuk layanan kesehatan untuk GME. Salah satu jenis layanan bagi penderita GME, berupa tindakan cepat setelah identifikasi.\n\nFakta:\nPencatatan dan pelaporan --[dilakukan secara berjenjang mulai dari]--> FKTP (Fasilitas Kesehatan Tingkat Pertama) --[harus dilakukan]--> penanganan awal <--[meliputi]-- Layanan Penderita GME <--[menyediakan]-- Pelaksanaan --[melakukan]--> Pencatatan dan Pelaporan Rutin\nPencatatan dan pelaporan --[dilakukan secara berjenjang mulai dari]--> FKTP (Fasilitas Kesehatan Tingkat Pertama) <--[dilakukan di]-- Evaluasi <--[meliputi]-- Siklus Manajemen --[meliputi]--> Pelaksanaan --[melakukan]--> Pencatatan dan Pelaporan Rutin']","Pencatatan dan pelaporan adalah bagian penting dalam pelaksanaan program kesehatan untuk pencegahan dan pengendalian GME. Aktivitas ini dilakukan secara rutin untuk mendokumentasikan kegiatan dan hasil program, serta menghasilkan data yang kemudian dianalisis menjadi informasi untuk mengetahui capaian program.

Proses ini dilakukan secara berjenjang, dimulai dari Fasilitas Kesehatan Tingkat Pertama (FKTP) yang bertanggung jawab atas pencatatan dan pelaporan data GME di wilayah kerjanya. Pencatatan dan pelaporan juga merupakan salah satu pokok bahasan dalam petunjuk teknis dan buku petunjuk teknis terkait program GME.",Pencatatan dan pelaporan adalah bagian penting dalam Program Kesehatan untuk GME. Data mentah dicatat di fasilitas kesehatan dan kemudian dianalisis menjadi Informasi yang membantu mengetahui capaian pelaksanaan program. Semoga membantu memahami alur tersebut.,0.9619128961544954,0.24047822403862384,0.9317056634807286,1.0,,,,
Bagaimana proses pengolahan data hingga menjadi informasi yang digunakan untuk mengetahui capaian pelaksanaan program?,"['Deskripsi:\nCapaian Pelaksanaan Program: Indikator keberhasilan dari implementasi program kesehatan, yang diukur berdasarkan informasi yang dianalisis dari data.\nData: Output mentah dari proses pencatatan dan pelaporan yang kemudian dianalisis untuk menghasilkan informasi.\nDinas Kesehatan Kabupaten/Kota: Institusi pemerintah daerah yang melakukan rekapitulasi data dari Puskesmas dan melaporkan ke Dinas Kesehatan Provinsi. Sasaran pengguna petunjuk teknis ini.\nEvaluasi: Penilaian secara periodik untuk menilai kontribusi program terhadap perubahan, kebutuhan perbhealth_ain, kelanjutan atau perluasan program.\nFKTP (Fasilitas Kesehatan Tingkat Pertama): Fasilitas pelayanan kesehatan dasar. Lembaga kesehatan di mana monitoring dilakukan oleh internal dan evaluasi dilakukan secara berkala. Tingkat pelayanan kesehatan awal yang bertanggung jawab atas pencatatan dan pelaporan data GME di wilayah kerjanya.\nInformasi: Hasil analisis dari data yang digunakan untuk mengetahui capaian pelaksanaan program kesehatan.\nLayanan Penderita GME: Berbagai jenis layanan yang disediakan untuk individu yang menderita GME.\nPelaksanaan: Tahap siklus manajemen di mana kegiatan dilakukan sesuai rencana.\nPencatatan dan pelaporan: Bagian penting dalam pelaksanaan program kesehatan untuk pencegahan dan pengendalian GME, menghasilkan data yang dianalisis menjadi informasi untuk mengetahui capaian program. Salah satu pokok bahasan yang diliput dalam petunjuk teknis ini. Topik bahasan dalam Buku Petunjuk Teknis.\nPetunjuk Teknis Pencegahan dan Pengendalian Gangguan Mental Emosional: Panduan teknis untuk upaya pencegahan dan pengendalian gangguan mental emosional. Sebuah buku petunjuk teknis yang diterbitkan oleh Kementerian Kesehatan RI, membahas pencegahan dan pengendalian gangguan mental emosional.\nRekapitulasi Data: Proses pengumpulan, penjumlahan, dan penyajian kembali data dari berbagai sumber ke dalam format ringkas.\nSiklus Manajemen: Meliputi proses perencanaan, pelaksanaan, monitoring, dan evaluasi dalam tata kelola program.\npenanganan awal: Intervensi medis atau psikologis pertama yang diberikan kepada penderita GME di FKTP/Puskesmas. Salah satu bentuk layanan kesehatan untuk GME. Salah satu jenis layanan bagi penderita GME, berupa tindakan cepat setelah identifikasi.\n\nFakta:\nData --[dianalisis menjadi]--> Informasi\nInformasi --[untuk mengetahui]--> Capaian Pelaksanaan Program\nInformasi <--[dianalisis menjadi]-- Data <--[menghasilkan]-- Pencatatan dan pelaporan --[dilakukan secara berjenjang mulai dari]--> FKTP (Fasilitas Kesehatan Tingkat Pertama) --[harus dilakukan]--> penanganan awal <--[meliputi]-- Layanan Penderita GME <--[menyediakan]-- Pelaksanaan\nInformasi <--[dianalisis menjadi]-- Data <--[menghasilkan]-- Pencatatan dan pelaporan --[dilakukan secara berjenjang mulai dari]--> FKTP (Fasilitas Kesehatan Tingkat Pertama) <--[dilakukan di]-- Evaluasi <--[meliputi]-- Siklus Manajemen --[meliputi]--> Pelaksanaan\nRekapitulasi Data --[dikirimkan ke]--> Dinas Kesehatan Kabupaten/Kota <--[akan digunakan oleh]-- Petunjuk Teknis Pencegahan dan Pengendalian Gangguan Mental Emosional --[meliputi]--> Pencatatan dan pelaporan --[menghasilkan]--> Data --[dianalisis menjadi]--> Informasi\nRekapitulasi Data --[dikirimkan ke]--> Dinas Kesehatan Kabupaten/Kota <--[melaporkan]-- FKTP (Fasilitas Kesehatan Tingkat Pertama) <--[dilakukan secara berjenjang mulai dari]-- Pencatatan dan pelaporan --[menghasilkan]--> Data --[dianalisis menjadi]--> Informasi\nRekapitulasi Data <--[melakukan]-- Dinas Kesehatan Kabupaten/Kota <--[melaporkan]-- FKTP (Fasilitas Kesehatan Tingkat Pertama) <--[dilakukan secara berjenjang mulai dari]-- Pencatatan dan pelaporan --[menghasilkan]--> Data --[dianalisis menjadi]--> Informasi\nRekapitulasi Data <--[menganalisis]-- Dinas Kesehatan Kabupaten/Kota <--[melaporkan]-- FKTP (Fasilitas Kesehatan Tingkat Pertama) <--[dilakukan secara berjenjang mulai dari]-- Pencatatan dan pelaporan --[menghasilkan]--> Data --[dianalisis menjadi]--> Informasi']","Proses pengolahan data hingga menjadi informasi yang digunakan untuk mengetahui capaian pelaksanaan program adalah sebagai berikut:

1.  **Pencatatan dan Pelaporan Data:** Proses dimulai dari pencatatan dan pelaporan di Fasilitas Kesehatan Tingkat Pertama (FKTP) yang menghasilkan data mentah.
2.  **Rekapitulasi Data:** Data yang dihasilkan dari FKTP ini kemudian dilaporkan dan direkapitulasi oleh Dinas Kesehatan Kabupaten/Kota.
3.  **Analisis Data:** Setelah data direkapitulasi, Dinas Kesehatan Kabupaten/Kota akan menganalisis data tersebut.
4.  **Pembentukan Informasi:** Hasil dari analisis data ini kemudian diubah menjadi informasi.
5.  **Penggunaan Informasi:** Informasi yang telah terbentuk ini selanjutnya digunakan untuk mengetahui capaian pelaksanaan program.","Proses dimulai dengan Pengolahan Data mentah hasil pencatatan, kemudian diolah untuk menghasilkan Informasi yang valid. Informasi ini dipakai untuk menilai dan melaporkan Capaian Pelaksanaan Program GME, sekaligus memberi umpan balik untuk perbhealth_ain berikutnya.",0.9166428134371309,0.22919285055093863,0.9884586790309009,1.0,,,,
Apa yang dimaksud dengan instrumen SRQ 20?,"['Deskripsi:\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nInstrumen SRQ 20: Alat kuesioner Self-Reporting Questionnaire 20 yang digunakan untuk deteksi dini GME.\nKegiatan Deteksi Dini: Aktivitas untuk mengidentifikasi penderita GME lebih awal, biasanya menggunakan instrumen skrining seperti SRQ 20 atau SDQ.\nPenderita GME: Individu yang didiagnosis atau menunjukkan gejala Gangguan Mental Emosional. Penduduk berusia lebih dari 15 tahun yang terdeteksi memiliki gangguan mental emosional berdasarkan hasil deteksi dini dengan instrumen SRQ 20 atau SDQ dan mendapatkan layanan kesehatan.\nSDQ: Alat ukur deteksi dini untuk GME. Instrumen deteksi dini (Strength and Difficulties Questionnaire) untuk penderita GME usia 15-18 tahun, dengan hasil ambang atau abnormal.\nSRQ 20: Instrumen deteksi dini (Self Reporting Questionnaire 20) untuk penderita GME usia lebih dari 18 tahun, dengan cut off point lebih dari 6. Instrumen skrining GME.\nSRQ-20: Alat ukur deteksi dini untuk GME.\nTenaga Lain yang Dilatih: Individu selain tenaga kesehatan formal yang telah dilatih untuk menganalisa hasil deteksi dini.\nTenaga kesehatan: Individu profesional yang dapat melakukan deteksi dini GME. Individu yang memiliki kualifikasi dan kompetensi dalam bidang kesehatan, seperti dokter, perawat, psikolog klinis, tenaga kesmas. Individu yang mendapat tugas sebagai pemegang program kesehatan jiwa di Dinas Kesehatan dan/atau puskesmas. Pihak yang menjadi acuan dalam Buku Petunjuk Teknis, bekerja di dinas kesehatan dan fasilitas pelayanan kesehatan primer. Sasaran pengguna petunjuk teknis ini.\nUpaya promotif: Bagian dari kegiatan kesehatan yang bertujuan untuk meningkatkan kesehatan dan mencegah penyakit, termasuk penyuluhan dan pembentukan kelompok dukungan. Bagian dari upaya kesehatan jiwa dan tujuan khusus petunjuk teknis. Topik bahasan dalam Buku Petunjuk Teknis. Upaya dalam pencegahan dan pengendalian GME, dilakukan di komunitas maupun fasyankes. Upaya untuk mempertahankan dan meningkatkan derajat kesehatan jiwa masyarakat secara optimal, meningkatkan kesadaran, menghilangkan stigma dan diskriminasi, serta meningkatkan pemahaman, peran serta, dan penerimaan masyarakat terhadap GME.\ndeteksi dini GME: Proses penemuan kasus GME melalui skrining menggunakan instrumen SDQ atau SRQ 20.\n\nFakta:\nInstrumen SRQ 20 <--[menggunakan]-- Kegiatan Deteksi Dini <--[mencakup]-- Upaya promotif --[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]--> GME --[deteksi dilakukan dengan alat ukur]--> SDQ <--[dideteksi dini menggunakan]-- Penderita GME --[dideteksi dini menggunakan]--> SRQ 20\nInstrumen SRQ 20 <--[menggunakan]-- Kegiatan Deteksi Dini <--[mencakup]-- Upaya promotif --[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]--> GME --[deteksi dilakukan dengan alat ukur]--> SRQ-20\nSRQ 20 <--[dideteksi dini menggunakan]-- Penderita GME --[didapatkan melalui]--> deteksi dini GME <--[melakukan]-- Tenaga kesehatan --[menganalisa hasil pengisian]--> SRQ-20\nSRQ 20 <--[dideteksi dini menggunakan]-- Penderita GME --[dideteksi dini menggunakan]--> SDQ <--[deteksi dilakukan dengan alat ukur]-- GME --[deteksi dilakukan dengan alat ukur]--> SRQ-20\nSRQ 20 <--[dideteksi dini menggunakan]-- Penderita GME --[dideteksi dini menggunakan]--> SDQ <--[menganalisa hasil pengisian]-- Tenaga Lain yang Dilatih --[menganalisa hasil pengisian]--> SRQ-20\nSRQ 20 <--[dideteksi dini menggunakan]-- Penderita GME --[dideteksi dini menggunakan]--> SDQ <--[menganalisa hasil pengisian]-- Tenaga kesehatan --[menganalisa hasil pengisian]--> SRQ-20']","Instrumen SRQ 20 adalah alat kuesioner Self-Reporting Questionnaire 20 yang digunakan untuk deteksi dini Gangguan Mental Emosional (GME). Ini juga merupakan instrumen skrining GME, khususnya untuk penderita GME usia lebih dari 18 tahun, dengan *cut off point* lebih dari 6.",Instrumen SRQ 20 adalah kuesioner Self-Reporting Questionnaire 20 yang dipakai dalam Kegiatan Deteksi Dini untuk mengidentifikasi risiko Gangguan Mental Emosional pada penduduk usia >15 tahun sekali setahun.,0.9778459357265445,0.24446335859198637,0.9596832842179907,1.0,,,,
